yourlist:M20171116F725F458AC8690F874DD868E4ED79B88D9A3DCC	isomap:M20171116F725F458AC8690F874DD868E4ED79B88D9A3DCC	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
10426		B4DYP7	B4DYP7_HUMAN	unreviewed	Gamma-tubulin complex component		Homo sapiens (Human)	897
10426		Q96CW5	GCP3_HUMAN	reviewed	Gamma-tubulin complex component 3 (GCP-3) (hGCP3) (Gamma-ring complex protein 104 kDa) (h104p) (hGrip104) (Spindle pole body protein Spc98 homolog) (hSpc98)	TUBGCP3 GCP3	Homo sapiens (Human)	907
10432		A0A0S2Z4Z0	A0A0S2Z4Z0_HUMAN	unreviewed	RNA binding motif protein 14 isoform 1 (Fragment)	RBM14	Homo sapiens (Human)	669
10432		A0A0S2Z567	A0A0S2Z567_HUMAN	unreviewed	RNA binding motif protein 14 isoform 2	RBM14	Homo sapiens (Human)	156
10432		A0A0S2Z5V2	A0A0S2Z5V2_HUMAN	unreviewed	RNA binding motif protein 14 isoform 3	RBM14	Homo sapiens (Human)	119
10432		Q96PK6	RBM14_HUMAN	reviewed	RNA-binding protein 14 (Paraspeckle protein 2) (PSP2) (RNA-binding motif protein 14) (RRM-containing coactivator activator/modulator) (Synaptotagmin-interacting protein) (SYT-interacting protein)	RBM14 SIP	Homo sapiens (Human)	669
10436		Q92979	NEP1_HUMAN	reviewed	Ribosomal RNA small subunit methyltransferase NEP1 (EC 2.1.1.-) (18S rRNA (pseudouridine(1248)-N1)-methyltransferase) (18S rRNA Psi1248 methyltransferase) (Nucleolar protein EMG1 homolog) (Protein C2f) (Ribosome biogenesis protein NEP1)	EMG1 C2F	Homo sapiens (Human)	244
10445		A0A024R134	A0A024R134_HUMAN	unreviewed	Microspherule protein 1, isoform CRA_d	MCRS1 hCG_20200	Homo sapiens (Human)	271
10445		Q96EZ8	MCRS1_HUMAN	reviewed	Microspherule protein 1 (58 kDa microspherule protein) (Cell cycle-regulated factor p78) (INO80 complex subunit J) (MCRS2)	MCRS1 INO80Q MSP58	Homo sapiens (Human)	462
10450		B3KSZ1	B3KSZ1_HUMAN	unreviewed	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)		Homo sapiens (Human)	217
10450		Q9UNP9	PPIE_HUMAN	reviewed	Peptidyl-prolyl cis-trans isomerase E (PPIase E) (EC 5.2.1.8) (Cyclophilin E) (Cyclophilin-33) (Rotamase E)	PPIE CYP33	Homo sapiens (Human)	301
10452		O96008	TOM40_HUMAN	reviewed	Mitochondrial import receptor subunit TOM40 homolog (Protein Haymaker) (Translocase of outer membrane 40 kDa subunit homolog) (p38.5)	TOMM40 C19orf1 PEREC1 TOM40	Homo sapiens (Human)	361
10454		A8K6K3	A8K6K3_HUMAN	unreviewed	Mitogen-activated protein kinase kinase kinase 7 interacting protein 1, isoform CRA_f (cDNA FLJ78598, highly similar to Homo sapiens mitogen-activated protein kinase kinase kinase 7 interacting protein 1 (MAP3K7IP1), transcript variant alpha, mRNA) (cDNA, FLJ92811, Homo sapiens mitogen-activated protein kinase kinase kinase 7interacting protein 1 (MAP3K7IP1), mRNA)	MAP3K7IP1 hCG_41717	Homo sapiens (Human)	504
10454		Q15750	TAB1_HUMAN	reviewed	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 1) (TGF-beta-activated kinase 1-binding protein 1) (TAK1-binding protein 1)	TAB1 MAP3K7IP1	Homo sapiens (Human)	504
10456		A0A0S2Z565	A0A0S2Z565_HUMAN	unreviewed	HCLS1 associated protein X-1 isoform 3 (Fragment)	HAX1	Homo sapiens (Human)	231
10456		A0A0S2Z591	A0A0S2Z591_HUMAN	unreviewed	HCLS1 associated protein X-1 isoform 1 (Fragment)	HAX1	Homo sapiens (Human)	279
10456		O00165	HAX1_HUMAN	reviewed	HCLS1-associated protein X-1 (HS1-associating protein X-1) (HAX-1) (HS1-binding protein 1) (HSP1BP-1)	HAX1 HS1BP1	Homo sapiens (Human)	279
1047		A0A140VKG2	A0A140VKG2_HUMAN	unreviewed	Testis tissue sperm-binding protein Li 79P		Homo sapiens (Human)	610
1047		O14967	CLGN_HUMAN	reviewed	Calmegin	CLGN	Homo sapiens (Human)	610
10476		A0PJH2	A0PJH2_HUMAN	unreviewed	ATP5H protein (Fragment)	ATP5H	Homo sapiens (Human)	102
10476		O75947	ATP5H_HUMAN	reviewed	ATP synthase subunit d, mitochondrial (ATPase subunit d)	ATP5H My032	Homo sapiens (Human)	161
10477		Q969T4	UB2E3_HUMAN	reviewed	Ubiquitin-conjugating enzyme E2 E3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme E3) (UbcH9) (Ubiquitin carrier protein E3) (Ubiquitin-conjugating enzyme E2-23 kDa) (Ubiquitin-protein ligase E3)	UBE2E3 UBCE4 UBCH9	Homo sapiens (Human)	207
10477		R4GNG6	R4GNG6_HUMAN	unreviewed	Ubiquitin-conjugating enzyme E2 E3	UBE2E3	Homo sapiens (Human)	130
10480		Q7L2H7	EIF3M_HUMAN	reviewed	Eukaryotic translation initiation factor 3 subunit M (eIF3m) (Fetal lung protein B5) (hFL-B5) (PCI domain-containing protein 1)	EIF3M HFLB5 PCID1 GA17 PNAS-125	Homo sapiens (Human)	374
10482		Q59E96	Q59E96_HUMAN	unreviewed	Nuclear RNA export factor 1 variant (Fragment)		Homo sapiens (Human)	369
10482		Q9UBU9	NXF1_HUMAN	reviewed	Nuclear RNA export factor 1 (Tip-associated protein) (Tip-associating protein) (mRNA export factor TAP)	NXF1 TAP	Homo sapiens (Human)	619
10492		B7Z645	B7Z645_HUMAN	unreviewed	Heterogeneous nuclear ribonucleoprotein Q (Synaptotagmin binding, cytoplasmic RNA interacting protein, isoform CRA_b) (cDNA FLJ50849, highly similar to Heterogeneous nuclear ribonucleoprotein Q)	SYNCRIP hCG_401112	Homo sapiens (Human)	464
10492		O60506	HNRPQ_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein)	SYNCRIP HNRPQ NSAP1	Homo sapiens (Human)	623
10492		Q59GL1	Q59GL1_HUMAN	unreviewed	Synaptotagmin binding, cytoplasmic RNA interacting protein variant (Fragment)		Homo sapiens (Human)	534
10498		Q86X55	CARM1_HUMAN	reviewed	Histone-arginine methyltransferase CARM1 (EC 2.1.1.319) (Coactivator-associated arginine methyltransferase 1) (Protein arginine N-methyltransferase 4)	CARM1 PRMT4	Homo sapiens (Human)	608
10499		B4DPW8	B4DPW8_HUMAN	unreviewed	cDNA FLJ51272, highly similar to Nuclear receptor coactivator 2		Homo sapiens (Human)	552
10499		Q15596	NCOA2_HUMAN	reviewed	Nuclear receptor coactivator 2 (NCoA-2) (Class E basic helix-loop-helix protein 75) (bHLHe75) (Transcriptional intermediary factor 2) (hTIF2)	NCOA2 BHLHE75 SRC2 TIF2	Homo sapiens (Human)	1464
10513		A0A024QZ47	A0A024QZ47_HUMAN	unreviewed	Amyloid beta protein (Cytoplasmic tail) binding protein 2, isoform CRA_a	APPBP2 hCG_32179	Homo sapiens (Human)	585
10513		Q92624	APBP2_HUMAN	reviewed	Amyloid protein-binding protein 2 (Amyloid beta precursor protein-binding protein 2) (APP-BP2) (Protein interacting with APP tail 1)	APPBP2 KIAA0228 PAT1	Homo sapiens (Human)	585
10514		Q9BQG0	MBB1A_HUMAN	reviewed	Myb-binding protein 1A	MYBBP1A P160	Homo sapiens (Human)	1328
10516		A0A024R6G3	A0A024R6G3_HUMAN	unreviewed	Fibulin 5, isoform CRA_b (Testis tissue sperm-binding protein Li 75n)	FBLN5 hCG_21251	Homo sapiens (Human)	448
10516		Q9UBX5	FBLN5_HUMAN	reviewed	Fibulin-5 (FIBL-5) (Developmental arteries and neural crest EGF-like protein) (Dance) (Urine p50 protein) (UP50)	FBLN5 DANCE UNQ184/PRO210	Homo sapiens (Human)	448
10521		A0A1W2PQ51	A0A1W2PQ51_HUMAN	unreviewed	Probable ATP-dependent RNA helicase DDX17	DDX17	Homo sapiens (Human)	731
10521		Q59F66	Q59F66_HUMAN	unreviewed	DEAD box polypeptide 17 isoform p82 variant (Fragment)		Homo sapiens (Human)	737
10521		Q92841	DDX17_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX17 (EC 3.6.4.13) (DEAD box protein 17) (DEAD box protein p72) (DEAD box protein p82) (RNA-dependent helicase p72)	DDX17	Homo sapiens (Human)	729
10524		A0A024R597	A0A024R597_HUMAN	unreviewed	Histone acetyltransferase (EC 2.3.1.48)	HTATIP hCG_1810992	Homo sapiens (Human)	513
10524		A0A024R5E8	A0A024R5E8_HUMAN	unreviewed	Histone acetyltransferase (EC 2.3.1.48)	HTATIP hCG_1810992	Homo sapiens (Human)	461
10524		Q92993	KAT5_HUMAN	reviewed	Histone acetyltransferase KAT5 (EC 2.3.1.48) (60 kDa Tat-interactive protein) (Tip60) (Histone acetyltransferase HTATIP) (HIV-1 Tat interactive protein) (Lysine acetyltransferase 5) (cPLA(2)-interacting protein)	KAT5 HTATIP TIP60	Homo sapiens (Human)	513
10525		B3KXH0	B3KXH0_HUMAN	unreviewed	cDNA FLJ45395 fis, clone BRHIP3027191, highly similar to 150 kDa oxygen-regulated protein (Orp150)		Homo sapiens (Human)	991
10525		B7Z602	B7Z602_HUMAN	unreviewed	cDNA FLJ59408, highly similar to 150 kDa oxygen-regulated protein (Orp150)		Homo sapiens (Human)	656
10525		B7Z766	B7Z766_HUMAN	unreviewed	cDNA FLJ54564, highly similar to 150 kDa oxygen-regulated protein (Orp150)		Homo sapiens (Human)	848
10525		Q6IN67	Q6IN67_HUMAN	unreviewed	HYOU1 protein	HYOU1	Homo sapiens (Human)	678
10525		Q9Y4L1	HYOU1_HUMAN	reviewed	Hypoxia up-regulated protein 1 (150 kDa oxygen-regulated protein) (ORP-150) (170 kDa glucose-regulated protein) (GRP-170)	HYOU1 GRP170 ORP150	Homo sapiens (Human)	999
10527		B3KNG9	B3KNG9_HUMAN	unreviewed	cDNA FLJ14581 fis, clone NT2RM4001382, highly similar to Importin-7 (cDNA FLJ14986 fis, clone Y79AA1000784, highly similar to Importin-7)		Homo sapiens (Human)	203
10527		O95373	IPO7_HUMAN	reviewed	Importin-7 (Imp7) (Ran-binding protein 7) (RanBP7)	IPO7 RANBP7	Homo sapiens (Human)	1038
10528		O00567	NOP56_HUMAN	reviewed	Nucleolar protein 56 (Nucleolar protein 5A)	NOP56 NOL5A	Homo sapiens (Human)	594
10534		G3V1B8	G3V1B8_HUMAN	unreviewed	Sjoegren syndrome/scleroderma autoantigen 1 (Sjogren's syndrome/scleroderma autoantigen 1, isoform CRA_b)	SSSCA1 hCG_23279	Homo sapiens (Human)	162
10534		O60232	SSA27_HUMAN	reviewed	Sjoegren syndrome/scleroderma autoantigen 1 (Autoantigen p27)	SSSCA1	Homo sapiens (Human)	199
10537		A0A1U9X8S6	A0A1U9X8S6_HUMAN	unreviewed	UBD		Homo sapiens (Human)	165
10537		O15205	UBD_HUMAN	reviewed	Ubiquitin D (Diubiquitin) (Ubiquitin-like protein FAT10)	UBD FAT10	Homo sapiens (Human)	165
10541		Q92688	AN32B_HUMAN	reviewed	Acidic leucine-rich nuclear phosphoprotein 32 family member B (Acidic protein rich in leucines) (Putative HLA-DR-associated protein I-2) (PHAPI2) (Silver-stainable protein SSP29)	ANP32B APRIL PHAPI2	Homo sapiens (Human)	251
10549		Q13162	PRDX4_HUMAN	reviewed	Peroxiredoxin-4 (EC 1.11.1.15) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372)	PRDX4	Homo sapiens (Human)	271
10549		V9HW63	V9HW63_HUMAN	unreviewed	Epididymis secretory sperm binding protein Li 97n (Peroxiredoxin 4)	HEL-S-97n PRDX4 hCG_17636	Homo sapiens (Human)	271
10553		Q9BUP3	HTAI2_HUMAN	reviewed	Oxidoreductase HTATIP2 (EC 1.1.1.-) (30 kDa HIV-1 TAT-interacting protein) (HIV-1 TAT-interactive protein 2)	HTATIP2 CC3 TIP30	Homo sapiens (Human)	242
10556		P78346	RPP30_HUMAN	reviewed	Ribonuclease P protein subunit p30 (RNaseP protein p30) (EC 3.1.26.5) (RNase P subunit 2)	RPP30 RNASEP2	Homo sapiens (Human)	268
10564		Q59FR3	Q59FR3_HUMAN	unreviewed	ADP-ribosylation factor guanine nucleotide-exchange factor 2 variant (Fragment)		Homo sapiens (Human)	821
10564		Q86TH5	Q86TH5_HUMAN	unreviewed	ARFGEF2 protein (Fragment)	ARFGEF2	Homo sapiens (Human)	832
10564		Q9Y6D5	BIG2_HUMAN	reviewed	Brefeldin A-inhibited guanine nucleotide-exchange protein 2 (Brefeldin A-inhibited GEP 2) (ADP-ribosylation factor guanine nucleotide-exchange factor 2)	ARFGEF2 ARFGEP2 BIG2	Homo sapiens (Human)	1785
10565		A0A024R7X0	A0A024R7X0_HUMAN	unreviewed	ADP-ribosylation factor guanine nucleotide-exchange factor 1(Brefeldin A-inhibited), isoform CRA_a	ARFGEF1 hCG_27804	Homo sapiens (Human)	1849
10565		Q9Y6D6	BIG1_HUMAN	reviewed	Brefeldin A-inhibited guanine nucleotide-exchange protein 1 (Brefeldin A-inhibited GEP 1) (ADP-ribosylation factor guanine nucleotide-exchange factor 1) (p200 ARF guanine nucleotide exchange factor) (p200 ARF-GEP1)	ARFGEF1 ARFGEP1 BIG1	Homo sapiens (Human)	1849
10575		P50991	TCPD_HUMAN	reviewed	T-complex protein 1 subunit delta (TCP-1-delta) (CCT-delta) (Stimulator of TAR RNA-binding)	CCT4 CCTD SRB	Homo sapiens (Human)	539
10576		P78371	TCPB_HUMAN	reviewed	T-complex protein 1 subunit beta (TCP-1-beta) (CCT-beta)	CCT2 99D8.1 CCTB	Homo sapiens (Human)	535
10576		V9HW96	V9HW96_HUMAN	unreviewed	Chaperonin containing TCP1, subunit 2 (Beta), isoform CRA_b (Epididymis secretory sperm binding protein Li 100n)	HEL-S-100n CCT2 hCG_24460	Homo sapiens (Human)	535
10580		B4DTX5	B4DTX5_HUMAN	unreviewed	cDNA FLJ60072, highly similar to Homo sapiens sorbin and SH3 domain containing 1 (SORBS1), transcript variant 6, mRNA		Homo sapiens (Human)	749
10580		Q9BX66	SRBS1_HUMAN	reviewed	Sorbin and SH3 domain-containing protein 1 (Ponsin) (SH3 domain protein 5) (SH3P12) (c-Cbl-associated protein) (CAP)	SORBS1 KIAA0894 KIAA1296 SH3D5	Homo sapiens (Human)	1292
10589		Q14919	NC2A_HUMAN	reviewed	Dr1-associated corepressor (Dr1-associated protein 1) (Negative cofactor 2-alpha) (NC2-alpha)	DRAP1	Homo sapiens (Human)	205
10592		A0A024R158	A0A024R158_HUMAN	unreviewed	Structural maintenance of chromosomes protein	SMC2L1 hCG_27645	Homo sapiens (Human)	1197
10592		A8K984	A8K984_HUMAN	unreviewed	Structural maintenance of chromosomes protein		Homo sapiens (Human)	1197
10592		B3KMB1	B3KMB1_HUMAN	unreviewed	Structural maintenance of chromosomes protein		Homo sapiens (Human)	1197
10592		B7ZLZ7	B7ZLZ7_HUMAN	unreviewed	Structural maintenance of chromosomes protein	SMC2	Homo sapiens (Human)	1197
10592		O95347	SMC2_HUMAN	reviewed	Structural maintenance of chromosomes protein 2 (SMC protein 2) (SMC-2) (Chromosome-associated protein E) (hCAP-E) (XCAP-E homolog)	SMC2 CAPE SMC2L1 PRO0324	Homo sapiens (Human)	1197
10592		Q05BV1	Q05BV1_HUMAN	unreviewed	SMC2 protein (Fragment)	SMC2	Homo sapiens (Human)	781
10592		Q05D74	Q05D74_HUMAN	unreviewed	SMC2 protein (Fragment)	SMC2	Homo sapiens (Human)	289
10592		Q6IPS5	Q6IPS5_HUMAN	unreviewed	SMC2 protein (Fragment)	SMC2	Homo sapiens (Human)	356
10592		Q7Z2X1	Q7Z2X1_HUMAN	unreviewed	SMC2 protein (Fragment)	SMC2	Homo sapiens (Human)	209
10594		Q6P2Q9	PRP8_HUMAN	reviewed	Pre-mRNA-processing-splicing factor 8 (220 kDa U5 snRNP-specific protein) (PRP8 homolog) (Splicing factor Prp8) (p220)	PRPF8 PRPC8	Homo sapiens (Human)	2335
10598		G3V438	G3V438_HUMAN	unreviewed	Activator of 90 kDa heat shock protein ATPase homolog 1 (Fragment)	AHSA1	Homo sapiens (Human)	203
10598		O95433	AHSA1_HUMAN	reviewed	Activator of 90 kDa heat shock protein ATPase homolog 1 (AHA1) (p38)	AHSA1 C14orf3 HSPC322	Homo sapiens (Human)	338
10607		Q12788	TBL3_HUMAN	reviewed	Transducin beta-like protein 3 (WD repeat-containing protein SAZD)	TBL3 SAZD	Homo sapiens (Human)	808
10615		Q96R06	SPAG5_HUMAN	reviewed	Sperm-associated antigen 5 (Astrin) (Deepest) (Mitotic spindle-associated protein p126) (MAP126)	SPAG5	Homo sapiens (Human)	1193
10616		A6PVJ6	A6PVJ6_HUMAN	unreviewed	RanBP-type and C3HC4-type zinc finger-containing protein 1	RBCK1	Homo sapiens (Human)	105
10616		A6PVK0	A6PVK0_HUMAN	unreviewed	HCG2019817, isoform CRA_b (RanBP-type and C3HC4-type zinc finger-containing protein 1)	RBCK1 hCG_2019817	Homo sapiens (Human)	340
10616		Q9BYM8	HOIL1_HUMAN	reviewed	RanBP-type and C3HC4-type zinc finger-containing protein 1 (EC 2.3.2.27) (HBV-associated factor 4) (Heme-oxidized IRP2 ubiquitin ligase 1) (HOIL-1) (Hepatitis B virus X-associated protein 4) (RING finger protein 54) (RING-type E3 ubiquitin transferase HOIL-1) (Ubiquitin-conjugating enzyme 7-interacting protein 3)	RBCK1 C20orf18 RNF54 UBCE7IP3 XAP3 XAP4	Homo sapiens (Human)	510
10625		Q9Y6Y0	NS1BP_HUMAN	reviewed	Influenza virus NS1A-binding protein (NS1-BP) (NS1-binding protein) (Aryl hydrocarbon receptor-associated protein 3)	IVNS1ABP ARA3 FLARA3 KIAA0850 NS1 NS1BP HSPC068	Homo sapiens (Human)	642
10628		A0A024R4B7	A0A024R4B7_HUMAN	unreviewed	Thioredoxin interacting protein, isoform CRA_a	TXNIP hCG_37372	Homo sapiens (Human)	391
10628		Q9H3M7	TXNIP_HUMAN	reviewed	Thioredoxin-interacting protein (Thioredoxin-binding protein 2) (Vitamin D3 up-regulated protein 1)	TXNIP VDUP1	Homo sapiens (Human)	391
10636		A0A024R7N4	A0A024R7N4_HUMAN	unreviewed	Regulator of G-protein signalling 14, isoform CRA_a	RGS14 hCG_41600	Homo sapiens (Human)	567
10636		O43566	RGS14_HUMAN	reviewed	Regulator of G-protein signaling 14 (RGS14)	RGS14	Homo sapiens (Human)	566
10642		Q9NZI8	IF2B1_HUMAN	reviewed	Insulin-like growth factor 2 mRNA-binding protein 1 (IGF2 mRNA-binding protein 1) (IMP-1) (IMP1) (Coding region determinant-binding protein) (CRD-BP) (IGF-II mRNA-binding protein 1) (VICKZ family member 1) (Zipcode-binding protein 1) (ZBP-1)	IGF2BP1 CRDBP VICKZ1 ZBP1	Homo sapiens (Human)	577
10657		Q07666	KHDR1_HUMAN	reviewed	KH domain-containing, RNA-binding, signal transduction-associated protein 1 (GAP-associated tyrosine phosphoprotein p62) (Src-associated in mitosis 68 kDa protein) (Sam68) (p21 Ras GTPase-activating protein-associated p62) (p68)	KHDRBS1 SAM68	Homo sapiens (Human)	443
10681		A0A024R5R9	A0A024R5R9_HUMAN	unreviewed	Guanine nucleotide binding protein (G protein), beta 5, isoform CRA_a	GNB5 hCG_40503	Homo sapiens (Human)	353
10681		A0A024R5V3	A0A024R5V3_HUMAN	unreviewed	Guanine nucleotide binding protein (G protein), beta 5, isoform CRA_b	GNB5 hCG_40503	Homo sapiens (Human)	395
10681		O14775	GNB5_HUMAN	reviewed	Guanine nucleotide-binding protein subunit beta-5 (Gbeta5) (Transducin beta chain 5)	GNB5	Homo sapiens (Human)	395
10694		P50990	TCPQ_HUMAN	reviewed	T-complex protein 1 subunit theta (TCP-1-theta) (CCT-theta) (Renal carcinoma antigen NY-REN-15)	CCT8 C21orf112 CCTQ KIAA0002	Homo sapiens (Human)	548
10694		Q7Z759	Q7Z759_HUMAN	unreviewed	CCT8 protein (Chaperonin containing TCP1, subunit 8 (Theta), isoform CRA_c)	CCT8 hCG_1810843	Homo sapiens (Human)	497
10713		A0A087X1B2	A0A087X1B2_HUMAN	unreviewed	U4/U6.U5 tri-snRNP-associated protein 2	USP39	Homo sapiens (Human)	487
10713		B3KMG1	B3KMG1_HUMAN	unreviewed	cDNA FLJ10910 fis, clone OVARC1000139, highly similar to U4/U6.U5 tri-snRNP-associated protein 2		Homo sapiens (Human)	296
10713		B3KPG7	B3KPG7_HUMAN	unreviewed	Ubiquitin specific peptidase 39, isoform CRA_b (cDNA FLJ31772 fis, clone NT2RI2008007, highly similar to U4/U6.U5 tri-snRNP-associated protein 2)	USP39 hCG_34614	Homo sapiens (Human)	296
10713		B7Z7L9	B7Z7L9_HUMAN	unreviewed	cDNA FLJ56173, highly similar to U4/U6.U5 tri-snRNP-associated protein 2		Homo sapiens (Human)	487
10713		Q53GS9	SNUT2_HUMAN	reviewed	U4/U6.U5 tri-snRNP-associated protein 2 (Inactive ubiquitin-specific peptidase 39) (SAD1 homolog) (U4/U6.U5 tri-snRNP-associated 65 kDa protein) (65K)	USP39 CGI-21 HSPC332 PRO2855	Homo sapiens (Human)	565
10714		A0A024R5M8	A0A024R5M8_HUMAN	unreviewed	Polymerase (DNA-directed), delta 3, accessory subunit, isoform CRA_a	POLD3 hCG_27408	Homo sapiens (Human)	466
10714		Q15054	DPOD3_HUMAN	reviewed	DNA polymerase delta subunit 3 (DNA polymerase delta subunit C) (DNA polymerase delta subunit p66) (DNA polymerase delta subunit p68)	POLD3 KIAA0039	Homo sapiens (Human)	466
10725		A0A024R734	A0A024R734_HUMAN	unreviewed	Nuclear factor of activated T-cells 5, tonicity-responsive, isoform CRA_b	NFAT5 hCG_26653	Homo sapiens (Human)	1455
10725		O94916	NFAT5_HUMAN	reviewed	Nuclear factor of activated T-cells 5 (NF-AT5) (T-cell transcription factor NFAT5) (Tonicity-responsive enhancer-binding protein) (TonE-binding protein) (TonEBP)	NFAT5 KIAA0827 TONEBP	Homo sapiens (Human)	1531
10726		Q9Y266	NUDC_HUMAN	reviewed	Nuclear migration protein nudC (Nuclear distribution protein C homolog)	NUDC	Homo sapiens (Human)	331
10728		A0A024RB32	A0A024RB32_HUMAN	unreviewed	Prostaglandin E synthase 3 (Cytosolic), isoform CRA_a	PTGES3 hCG_2016483	Homo sapiens (Human)	160
10728		A0A087WYT3	A0A087WYT3_HUMAN	unreviewed	Prostaglandin E synthase 3	PTGES3	Homo sapiens (Human)	164
10728		B3KUY2	B3KUY2_HUMAN	unreviewed	Prostaglandin E synthase 3 (Cytosolic), isoform CRA_c (cDNA FLJ40895 fis, clone UTERU2002294, highly similar to Prostaglandin E synthase 3 (EC 5.3.99.3))	PTGES3 hCG_2016483	Homo sapiens (Human)	165
10728		Q15185	TEBP_HUMAN	reviewed	Prostaglandin E synthase 3 (EC 5.3.99.3) (Cytosolic prostaglandin E2 synthase) (cPGES) (Hsp90 co-chaperone) (Progesterone receptor complex p23) (Telomerase-binding protein p23)	PTGES3 P23 TEBP	Homo sapiens (Human)	160
10768		A0A024R0A8	A0A024R0A8_HUMAN	unreviewed	Adenosylhomocysteinase (EC 3.3.1.1)	AHCYL1 hCG_38162	Homo sapiens (Human)	530
10768		O43865	SAHH2_HUMAN	reviewed	S-adenosylhomocysteine hydrolase-like protein 1 (DC-expressed AHCY-like molecule) (IP(3)Rs binding protein released with IP(3)) (IRBIT) (Putative adenosylhomocysteinase 2) (S-adenosyl-L-homocysteine hydrolase 2) (AdoHcyase 2)	AHCYL1 DCAL IRBIT XPVKONA	Homo sapiens (Human)	530
10771		B7Z2J6	B7Z2J6_HUMAN	unreviewed	Zinc finger MYND domain-containing protein 11 (cDNA FLJ50504, highly similar to Mus musculus zinc finger, MYND domain containing 11 (Zmynd11), mRNA)	ZMYND11	Homo sapiens (Human)	547
10771		J3QKD2	J3QKD2_HUMAN	unreviewed	Zinc finger MYND domain-containing protein 11 (Zinc finger, MYND domain containing 11, isoform CRA_d)	ZMYND11 hCG_23206	Homo sapiens (Human)	585
10771		Q15326	ZMY11_HUMAN	reviewed	Zinc finger MYND domain-containing protein 11 (Adenovirus 5 E1A-binding protein) (Bone morphogenetic protein receptor-associated molecule 1) (Protein BS69)	ZMYND11 BRAM1 BS69	Homo sapiens (Human)	602
10771		Q5BJG6	Q5BJG6_HUMAN	unreviewed	ZMYND11 protein	ZMYND11	Homo sapiens (Human)	508
10771		Q5UGI2	Q5UGI2_HUMAN	unreviewed	Zinc finger MYND domain containing 11 transcript variant 3	ZMYND11	Homo sapiens (Human)	482
10776		A0A024R5U3	A0A024R5U3_HUMAN	unreviewed	Cyclic AMP phosphoprotein, 19 kD, isoform CRA_a	ARPP-19 hCG_40502	Homo sapiens (Human)	112
10776		H3BMD8	H3BMD8_HUMAN	unreviewed	cAMP-regulated phosphoprotein 19	ARPP19	Homo sapiens (Human)	131
10776		P56211	ARP19_HUMAN	reviewed	cAMP-regulated phosphoprotein 19 (ARPP-19)	ARPP19	Homo sapiens (Human)	112
10788		B7Z7U6	B7Z7U6_HUMAN	unreviewed	cDNA FLJ51769, highly similar to Ras GTPase-activating-like protein IQGAP2 (Fragment)		Homo sapiens (Human)	1402
10788		B7Z7X2	B7Z7X2_HUMAN	unreviewed	cDNA FLJ52367, highly similar to Ras GTPase-activating-like protein IQGAP2		Homo sapiens (Human)	377
10788		Q13576	IQGA2_HUMAN	reviewed	Ras GTPase-activating-like protein IQGAP2	IQGAP2	Homo sapiens (Human)	1575
10788		Q59HA3	Q59HA3_HUMAN	unreviewed	IQ motif containing GTPase activating protein 2 variant (Fragment)		Homo sapiens (Human)	1155
